name,share1,industry,share2
台泥,0.46%,水泥工業,0.90%
亞泥,0.44%,水泥工業,0.90%
統一,1.33%,食品工業,1.33%
台塑,4.05%,塑膠工業,10.64%
南亞塑膠,3.60%,塑膠工業,10.64%
台化,2.99%,塑膠工業,10.64%
遠東新,1.15%,紡織纖維,1.15%
中鋼,3.05%,鋼鐵工業,3.05%
正新,0.53%,橡膠工業,0.53%
彰化銀行,0.49%,金融保險業,14.00%
華南金,0.86%,金融保險業,14.00%
富邦金,2.22%,金融保險業,14.00%
國泰金,2.44%,金融保險業,14.00%
開發金,0.95%,金融保險業,14.00%
元大金,1.09%,金融保險業,14.00%
兆豐金,1.46%,金融保險業,14.00%
新光金,0.62%,金融保險業,14.00%
永豐金控,0.75%,金融保險業,14.00%
中信金,1.59%,金融保險業,14.00%
第一金控,0.78%,金融保險業,14.00%
合庫,0.75%,金融保險業,14.00%
統一超,0.31%,貿易百貨,0.31%
寶成工業,0.70%,其他,0.70%
台肥,0.70%,化學工業,0.70%
台塑石化,1.50%,油電燃氣業,1.50%
聯電,1.55%,半導體業,24.10%
日月光,1.12%,半導體業,24.10%
矽品,1.13%,半導體業,24.10%
台積電,14.95%,半導體業,24.10%
聯發科,4.25%,半導體業,24.10%
華亞科,0.56%,半導體業,24.10%
力成,0.54%,半導體業,24.10%
光寶科技,0.89%,電腦及週邊設備業,9.15%
仁寶電腦,1.56%,電腦及週邊設備業,9.15%
宏碁,2.36%,電腦及週邊設備業,9.15%
華碩,2.23%,電腦及週邊設備業,9.15%
廣達,1.10%,電腦及週邊設備業,9.15%
緯創,1.01%,電腦及週邊設備業,9.15%
友達,2.99%,光電業,6.85%
晶電,0.77%,光電業,6.85%
群創光電,3.09%,光電業,6.85%
中華電,2.79%,通信網路業,7.15%
宏達電,2.79%,通信網路業,7.15%
台灣大,1.00%,通信網路業,7.15%
遠傳,0.57%,通信網路業,7.15%
台達電,1.60%,電子零組件業,1.90%
南電,0.30%,電子零組件業,1.90%
聯強國際,0.88%,電子通路業,0.88%
鴻海,11.07%,其他電子業,12.13%
鴻準,1.06%,其他電子業,12.13%
